# x,y,susceptibility,density
-1.658000000000000000e+06,1.743000000000000000e+06,1.069410201432113849e-03,-1.776963101519015709e+00
-1.657750000000000000e+06,1.743000000000000000e+06,5.242015926592430430e-04,-1.506529879184313359e+00
-1.657500000000000000e+06,1.743000000000000000e+06,-4.186797178182960488e-04,-1.454181794069484113e+00
-1.657250000000000000e+06,1.743000000000000000e+06,-7.894873325851037293e-04,-1.268431423314382300e+00
-1.657000000000000000e+06,1.743000000000000000e+06,-2.345345871408749394e-03,-3.778000482139702854e+00
-1.656750000000000000e+06,1.743000000000000000e+06,-5.860398685327283808e-03,-8.804430529253608029e+00
-1.688750000000000000e+06,1.743250000000000000e+06,-4.879941822266697926e-05,1.339672668664292132e+00
-1.688500000000000000e+06,1.743250000000000000e+06,-2.255785777699470529e-05,1.337308629915099800e+00
-1.688250000000000000e+06,1.743250000000000000e+06,8.519083660354920262e-06,1.326766313817671517e+00
-1.688000000000000000e+06,1.743250000000000000e+06,-1.148631965382229669e-05,1.326155481354618360e+00
-1.687750000000000000e+06,1.743250000000000000e+06,-3.539795393646683053e-04,1.195391618882041485e+00
-1.687500000000000000e+06,1.743250000000000000e+06,-2.014568978454867043e-03,-1.006384377917811435e+00
-1.687250000000000000e+06,1.743250000000000000e+06,-8.168976902811056484e-03,-1.135098238332395226e+01
-1.687000000000000000e+06,1.743250000000000000e+06,-9.096481586137059039e-03,-1.330949389255349047e+01
-1.686750000000000000e+06,1.743250000000000000e+06,-9.321664756573325161e-03,-1.418671804633044076e+01
-1.686500000000000000e+06,1.743250000000000000e+06,-9.517570352563634040e-03,-1.655299221288828448e+01
-1.686250000000000000e+06,1.743250000000000000e+06,-9.611978454437064556e-03,-2.947808174233441036e+01
