# x,y,susceptibility,density
-1.673500000000000000e+06,1.723750000000000000e+06,4.215062883434483876e-04,2.368931138051408425e+00
-1.673250000000000000e+06,1.723750000000000000e+06,6.780455025076764786e-04,2.371265603286389023e+00
-1.673000000000000000e+06,1.723750000000000000e+06,8.965524356000925676e-04,2.371771394147060619e+00
-1.672750000000000000e+06,1.723750000000000000e+06,1.039493166954771897e-03,2.365959907116916838e+00
-1.672500000000000000e+06,1.723750000000000000e+06,1.081802019331543074e-03,2.348577680050368599e+00
-1.672250000000000000e+06,1.723750000000000000e+06,1.046494045333884459e-03,2.326903180112850578e+00
-1.672000000000000000e+06,1.723750000000000000e+06,9.773689825538500742e-04,2.299695491935750624e+00
-1.671750000000000000e+06,1.723750000000000000e+06,8.812595017084756677e-04,2.260517318599340797e+00
-1.671500000000000000e+06,1.723750000000000000e+06,7.611758886273134461e-04,2.209327379498148503e+00
-1.671250000000000000e+06,1.723750000000000000e+06,6.172539798176834847e-04,2.148300210654213060e+00
-1.671000000000000000e+06,1.723750000000000000e+06,4.519059971000161102e-04,2.080340755421673293e+00
-1.670750000000000000e+06,1.723750000000000000e+06,2.798514233007809437e-04,2.007120329372128253e+00
-1.670500000000000000e+06,1.723750000000000000e+06,1.218707278297370689e-04,1.926309151580539947e+00
-1.670250000000000000e+06,1.723750000000000000e+06,-1.380603773679101032e-05,1.834618715694944058e+00
-1.670000000000000000e+06,1.723750000000000000e+06,-1.339721276547856110e-04,1.733321832854187505e+00
-1.669750000000000000e+06,1.723750000000000000e+06,-2.475663698972285776e-04,1.626230196271336581e+00
-1.669500000000000000e+06,1.723750000000000000e+06,-3.534726017353079230e-04,1.518756910757417700e+00
-1.669250000000000000e+06,1.723750000000000000e+06,-4.433264274391057747e-04,1.418090965422322824e+00
-1.669000000000000000e+06,1.723750000000000000e+06,-5.144845990747715092e-04,1.329071683932085080e+00
-1.668750000000000000e+06,1.723750000000000000e+06,-5.715077848636174185e-04,1.250668359953010622e+00
-1.668500000000000000e+06,1.723750000000000000e+06,-6.195412946062295312e-04,1.178638205286972607e+00
-1.668250000000000000e+06,1.723750000000000000e+06,-6.603222936653052599e-04,1.108209822640361608e+00
-1.668000000000000000e+06,1.723750000000000000e+06,-6.937147724644793234e-04,1.037972177284359532e+00
-1.667750000000000000e+06,1.723750000000000000e+06,-7.202719055533907122e-04,9.689027218875878589e-01
-1.667500000000000000e+06,1.723750000000000000e+06,-7.409944725770556406e-04,9.030894976257854978e-01
-1.667250000000000000e+06,1.723750000000000000e+06,-7.570158813076932613e-04,8.421605830565397355e-01
