X,Y,mag,ELEV
-1669500,1726000,-77.1725311279297,498.431213378906
-1669000,1726000,-78.645133972168,498.954528808594
-1668500,1726000,-79.853759765625,499.608581542969
-1668000,1726000,-79.5463104248047,499.612762451172
-1667500,1726000,-73.2564544677734,499.794616699219
-1683500,1726500,4.70701503753662,496.409301757813
-1683000,1726500,11.7968664169312,496.717620849609
-1682500,1726500,18.371639251709,496.904815673828
-1682000,1726500,21.8968544006348,497.492370605469
-1681500,1726500,23.379114151001,497.123596191406
-1681000,1726500,25.2284717559814,495.591430664063
-1680500,1726500,31.051097869873,494.669738769531
-1680000,1726500,42.2098503112793,496.007385253906
-1679500,1726500,53.3974571228027,499.490600585938
-1679000,1726500,60.867073059082,502.958435058594
-1678500,1726500,59.4490165710449,505.132781982422
-1678000,1726500,43.7676086425781,505.555633544922
-1677500,1726500,32.4292335510254,504.829925537109
-1677000,1726500,43.6344375610352,503.665344238281
-1676500,1726500,86.4229507446289,502.658935546875
-1676000,1726500,152.126892089844,501.875457763672
-1675500,1726500,197.734329223633,501.186614990234
-1675000,1726500,190.761291503906,500.381256103516
-1674500,1726500,151.279403686523,500.427368164063
-1674000,1726500,134.424957275391,501.664001464844
-1673500,1726500,134.726959228516,503.843688964844
-1673000,1726500,158.101989746094,505.451721191406
-1672500,1726500,144.783737182617,506.016571044922
-1672000,1726500,62.1782569885254,505.177307128906
-1671500,1726500,-9.88448619842529,502.898529052734
-1671000,1726500,-58.1529731750488,500.365417480469
-1670500,1726500,-96.0448837280273,498.626220703125
-1670000,1726500,-113.254058837891,498.164154052734
-1669500,1726500,-118.530937194824,498.6533203125
-1669000,1726500,-120.123435974121,499.582946777344
-1668500,1726500,-117.582405090332,500.532775878906
-1668000,1726500,-105.822486877441,500.521484375
-1667500,1726500,-91.2757797241211,500.403686523438
-1667000,1726500,-71.4625778198242,500.130615234375
-1683500,1727000,-7.00194644927979,497.292266845703
-1683000,1727000,-2.44191479682922,497.211151123047
-1682500,1727000,7.95419406890869,497.392333984375
-1682000,1727000,19.7186279296875,498.324829101563
-1681500,1727000,30.5840263366699,497.316802978516
-1681000,1727000,36.4276008605957,495.692962646484
-1680500,1727000,39.5072631835938,494.642944335938
-1680000,1727000,41.6581954956055,495.9794921875
-1679500,1727000,44.1153945922852,499.213439941406
-1679000,1727000,44.5703086853027,502.575256347656
-1678500,1727000,43.0579605102539,504.797180175781
-1678000,1727000,45.6634216308594,505.422058105469
-1677500,1727000,50.7600173950195,504.732330322266
-1677000,1727000,76.7136001586914,503.362731933594
-1676500,1727000,141.05046081543,502.061065673828
-1676000,1727000,256.722686767578,501.323303222656
-1675500,1727000,343.836151123047,501.027008056641
-1675000,1727000,373.730255126953,500.828125
-1674500,1727000,307.351043701172,501.241394042969
-1674000,1727000,213.984802246094,502.338317871094
-1673500,1727000,116.306297302246,503.850860595703
-1673000,1727000,41.5518493652344,505.336181640625
-1672500,1727000,-17.8607845306396,505.968444824219
-1672000,1727000,-53.2971878051758,505.007751464844
-1671500,1727000,-95.3042068481445,502.710540771484
-1671000,1727000,-118.598861694336,500.210540771484
-1670500,1727000,-139.366302490234,498.603881835938
-1670000,1727000,-148.040786743164,498.160034179688
-1669500,1727000,-151.96614074707,498.758026123047
-1669000,1727000,-152.000213623047,499.829803466797
-1668500,1727000,-142.560516357422,500.710845947266
-1668000,1727000,-126.942764282227,500.949981689453
-1667500,1727000,-104.224723815918,500.837677001953
-1683000,1727500,-16.4561443328857,497.334930419922
-1682500,1727500,-3.10268831253052,497.500946044922
-1682000,1727500,15.1000776290894,497.993865966797
-1681500,1727500,34.4663581848145,497.411376953125
-1681000,1727500,44.7404556274414,496.104949951172
-1680500,1727500,47.0288391113281,495.265808105469
-1680000,1727500,42.7644729614258,496.227355957031
-1679500,1727500,36.7021789550781,499.114166259766
-1679000,1727500,34.0977973937988,502.516448974609
-1678500,1727500,35.8823394775391,505.101013183594
-1678000,1727500,50.902400970459,505.583831787109
-1677500,1727500,70.0580062866211,504.630523681641
-1677000,1727500,106.646911621094,503.071380615234
-1676500,1727500,182.656860351563,501.659301757813
-1676000,1727500,305.176055908203,500.976745605469
-1675500,1727500,414.749877929688,500.969787597656
-1675000,1727500,480.852142333984,501.178070068359
-1674500,1727500,422.535858154297,501.670043945313
-1674000,1727500,255.395050048828,502.595001220703
-1673500,1727500,90.0827102661133,503.922943115234
-1673000,1727500,-32.4275169372559,505.340576171875
-1672500,1727500,-108.162956237793,505.858703613281
-1672000,1727500,-134.030838012695,504.891510009766
-1671500,1727500,-156.153533935547,502.588989257813
-1671000,1727500,-163.223205566406,500.198760986328
-1670500,1727500,-167.286590576172,498.595306396484
-1670000,1727500,-173.657379150391,498.133209228516
-1669500,1727500,-175.437347412109,498.738830566406
-1669000,1727500,-171.028778076172,499.712249755859
-1668500,1727500,-157.932037353516,500.694427490234
-1668000,1727500,-139.519302368164,501.208465576172
-1667500,1727500,-109.083290100098,501.145660400391
-1667000,1727500,-80.9215393066406,500.812286376953
-1683500,1728000,-20.4217910766602,497.378692626953
-1683000,1728000,-22.6496086120605,497.299896240234
-1682500,1728000,-8.85688495635986,497.412200927734
-1682000,1728000,16.6909942626953,498.268463134766
-1681500,1728000,41.7985610961914,497.274169921875
-1681000,1728000,57.0136528015137,495.836578369141
-1680500,1728000,58.2032814025879,495.552642822266
-1680000,1728000,47.538703918457,496.545104980469
-1679500,1728000,35.1467056274414,499.293273925781
-1679000,1728000,30.20339012146,502.395263671875
-1678500,1728000,35.6615295410156,504.836120605469
-1678000,1728000,54.687126159668,505.447082519531
-1677500,1728000,81.9252090454102,504.487213134766
-1677000,1728000,122.402305603027,502.891448974609
-1676500,1728000,189.430404663086,501.509124755859
-1676000,1728000,299.048065185547,500.830169677734
-1675500,1728000,413.998687744141,500.832092285156
-1675000,1728000,494.048828125,501.108123779297
-1674500,1728000,448.855743408203,501.612701416016
-1674000,1728000,260.056884765625,502.635467529297
-1673500,1728000,79.2826919555664,503.971710205078
-1673000,1728000,-55.7949066162109,505.247222900391
-1672500,1728000,-139.48957824707,505.772064208984
-1672000,1728000,-179.731552124023,504.746765136719
-1671500,1728000,-199.002059936523,502.531463623047
-1671000,1728000,-200.48063659668,500.166229248047
-1670500,1728000,-187.771286010742,498.621063232422
-1670000,1728000,-195.171646118164,498.152893066406
-1669500,1728000,-190.165939331055,498.750213623047
-1669000,1728000,-182.678375244141,499.786590576172
-1668500,1728000,-166.588119506836,500.804229736328
-1668000,1728000,-144.088592529297,501.268493652344
-1667500,1728000,-111.692100524902,501.274383544922
-1683500,1728500,-15.0947437286377,497.187591552734
-1683000,1728500,-17.3080348968506,497.049713134766
-1682500,1728500,-5.33720588684082,496.316619873047
-1682000,1728500,24.8792171478271,496.692199707031
-1681500,1728500,51.0810317993164,495.542846679688
-1681000,1728500,67.3534927368164,494.087371826172
-1680500,1728500,69.1992797851563,494.627197265625
-1680000,1728500,55.0660591125488,496.376403808594
-1679500,1728500,37.9041213989258,498.880737304688
-1679000,1728500,29.6808624267578,501.997100830078
-1678500,1728500,36.583324432373,504.503601074219
-1678000,1728500,57.5346603393555,505.367767333984
-1677500,1728500,86.426643371582,504.445007324219
-1677000,1728500,117.91007232666,502.776763916016
-1676500,1728500,167.769790649414,501.396606445313
-1676000,1728500,249.992813110352,500.694122314453
-1675500,1728500,340.393280029297,500.66552734375
-1675000,1728500,400.108184814453,501.009124755859
-1674500,1728500,369.514526367188,501.657287597656
-1674000,1728500,227.479644775391,502.697296142578
-1673500,1728500,57.0131874084473,503.957397460938
-1673000,1728500,-69.2623748779297,505.070007324219
-1672500,1728500,-149.275741577148,505.501525878906
-1672000,1728500,-190.852340698242,504.641784667969
-1671500,1728500,-213.886825561523,502.419342041016
-1671000,1728500,-222.800811767578,500.220764160156
-1670500,1728500,-205.493957519531,498.791931152344
-1670000,1728500,-199.582901000977,498.377075195313
-1669500,1728500,-190.374572753906,498.892364501953
-1669000,1728500,-185.126449584961,499.796142578125
-1668500,1728500,-173.629364013672,500.731628417969
-1668000,1728500,-150.510772705078,501.338134765625
-1667500,1728500,-110.94002532959,501.394744873047
-1683500,1729000,-3.18466687202454,496.843688964844
-1683000,1729000,-0.200097382068634,496.674926757813
-1682500,1729000,12.8798656463623,495.24609375
-1682000,1729000,36.5897178649902,493.252288818359
-1681500,1729000,60.7474060058594,492.468688964844
-1681000,1729000,74.5309143066406,491.286926269531
-1680500,1729000,76.8555908203125,490.738555908203
-1680000,1729000,62.5091934204102,494.508483886719
-1679500,1729000,43.2748069763184,497.660125732422
-1679000,1729000,31.4509582519531,501.472778320313
-1678500,1729000,40.0437088012695,504.372406005859
-1678000,1729000,63.6628646850586,505.270843505859
-1677500,1729000,92.8989486694336,504.393157958984
-1677000,1729000,117.695205688477,502.842102050781
-1676500,1729000,149.628234863281,501.462646484375
-1676000,1729000,193.975524902344,500.6650390625
-1675500,1729000,243.541320800781,500.516632080078
-1675000,1729000,276.183471679688,500.826873779297
-1674500,1729000,271.295379638672,501.533233642578
-1674000,1729000,174.174652099609,502.605590820313
-1673500,1729000,42.9986228942871,503.779510498047
-1673000,1729000,-56.7887573242188,504.837341308594
-1672500,1729000,-121.028701782227,505.217102050781
-1672000,1729000,-152.681167602539,504.299682617188
-1671500,1729000,-168.176315307617,502.299041748047
-1671000,1729000,-195.532455444336,500.215881347656
-1670500,1729000,-190.344970703125,498.836761474609
-1670000,1729000,-162.77912902832,498.471527099609
-1669500,1729000,-158.560897827148,499.003265380859
-1669000,1729000,-170.381423950195,499.922973632813
-1668500,1729000,-180.321990966797,500.923461914063
-1668000,1729000,-143.094909667969,501.441070556641
-1667500,1729000,-91.7562637329102,501.459899902344
-1667000,1729000,-35.4514617919922,501.152404785156
-1683500,1729500,10.199315071106,496.447967529297
-1683000,1729500,18.8114585876465,496.100860595703
-1682500,1729500,32.1564559936523,494.737487792969
-1682000,1729500,49.1379661560059,491.738159179688
-1681500,1729500,68.1329803466797,490.850982666016
-1681000,1729500,78.6628189086914,489.500762939453
-1680500,1729500,80.4885177612305,489.01953125
-1680000,1729500,69.9640655517578,492.030426025391
-1679500,1729500,54.6178398132324,496.379974365234
-1679000,1729500,43.8252143859863,500.799621582031
-1678500,1729500,51.6868324279785,504.133941650391
-1678000,1729500,78.2073593139648,505.312835693359
-1677500,1729500,110.26390838623,504.567932128906
-1677000,1729500,132.869766235352,502.978210449219
-1676500,1729500,147.857849121094,501.535369873047
-1676000,1729500,166.103561401367,500.692321777344
-1675500,1729500,174.432159423828,500.455261230469
-1675000,1729500,172.554748535156,500.629577636719
-1674500,1729500,145.153732299805,501.193725585938
-1674000,1729500,132.940246582031,502.387481689453
-1673500,1729500,80.2981948852539,503.681854248047
-1673000,1729500,7.18121862411499,504.688171386719
-1672500,1729500,-51.9442939758301,505.021911621094
-1672000,1729500,-63.4718627929688,504.15966796875
-1671500,1729500,-47.580810546875,502.198303222656
-1671000,1729500,-63.0038299560547,499.945251464844
-1670500,1729500,-85.6727447509766,498.613250732422
-1670000,1729500,-59.7383460998535,498.470916748047
-1669500,1729500,-66.328254699707,499.118804931641
-1669000,1729500,-94.0420761108398,499.989685058594
-1668500,1729500,-127.284378051758,500.958618164063
-1668000,1729500,-94.5225067138672,501.412200927734
-1667500,1729500,-41.7116012573242,501.379302978516
-1683500,1730000,21.5663814544678,496.159576416016
-1683000,1730000,33.6760749816895,495.536712646484
-1682500,1730000,47.9843521118164,494.615966796875
-1682000,1730000,59.8730354309082,493.162658691406
-1681500,1730000,71.950553894043,491.209869384766
-1681000,1730000,80.1547546386719,489.342193603516
-1680500,1730000,83.2288970947266,488.958312988281
-1680000,1730000,79.8703231811523,491.123260498047
-1679500,1730000,72.2868881225586,495.597015380859
-1679000,1730000,65.2955780029297,500.580993652344
-1678500,1730000,73.0367813110352,504.363891601563
-1678000,1730000,103.844604492188,505.537109375
-1677500,1730000,135.914031982422,504.699920654297
-1677000,1730000,162.069747924805,503.140899658203
-1676500,1730000,178.142303466797,501.735198974609
-1676000,1730000,187.102554321289,500.846862792969
-1675500,1730000,175.467575073242,500.456146240234
-1675000,1730000,163.911834716797,500.515747070313
-1674500,1730000,148.529159545898,501.125091552734
-1674000,1730000,186.503707885742,502.400970458984
-1673500,1730000,199.480743408203,503.707824707031
-1673000,1730000,147.624816894531,504.727508544922
-1672500,1730000,91.9937591552734,505.112243652344
-1672000,1730000,93.0224761962891,504.259521484375
-1671500,1730000,119.626052856445,502.096557617188
-1671000,1730000,137.501907348633,499.741149902344
-1670500,1730000,119.261878967285,498.351684570313
-1670000,1730000,88.7976455688477,498.500885009766
-1669500,1730000,68.6612396240234,499.190521240234
-1669000,1730000,43.610466003418,499.991943359375
-1668500,1730000,27.106086730957,500.528686523438
-1668000,1730000,5.62329435348511,501.309295654297
-1667500,1730000,32.8476943969727,501.395080566406
-1667000,1730000,57.6548767089844,501.173217773438
-1683500,1730500,25.4454765319824,496.213745117188
-1683000,1730500,39.2130699157715,495.589691162109
-1682500,1730500,54.5766143798828,494.767456054688
-1682000,1730500,64.3616943359375,494.182037353516
-1681500,1730500,73.6488189697266,491.505279541016
-1681000,1730500,81.2919311523438,489.269897460938
-1680500,1730500,87.0096282958984,488.663665771484
-1680000,1730500,88.6780776977539,490.875762939453
-1679500,1730500,88.8199234008789,495.433227539063
-1679000,1730500,91.5751876831055,500.510437011719
-1678500,1730500,101.50301361084,504.313690185547
-1678000,1730500,126.336402893066,505.6787109375
-1677500,1730500,158.147369384766,504.898559570313
-1677000,1730500,191.162628173828,503.308258056641
-1676500,1730500,220.047988891602,501.837188720703
-1676000,1730500,234.293670654297,500.938507080078
-1675500,1730500,244.539642333984,500.476806640625
-1675000,1730500,248.046478271484,500.425659179688
-1674500,1730500,264.068359375,501.152160644531
-1674000,1730500,306.527984619141,502.484313964844
-1673500,1730500,343.391143798828,503.772521972656
-1673000,1730500,345.877777099609,504.779693603516
-1672500,1730500,311.09619140625,505.072967529297
-1672000,1730500,281.048675537109,504.223480224609
-1671500,1730500,276.074829101563,501.996520996094
-1671000,1730500,294.412780761719,499.342224121094
-1670500,1730500,296.249206542969,497.796081542969
-1670000,1730500,204.930145263672,498.432159423828
-1669500,1730500,175.812438964844,499.225372314453
-1669000,1730500,159.242141723633,500.277191162109
-1668500,1730500,164.995529174805,501.148406982422
-1668000,1730500,122.067932128906,501.570953369141
-1667500,1730500,88.9341888427734,501.533538818359
-1683500,1731000,21.2265071868896,496.966217041016
-1683000,1731000,35.1547088623047,496.644134521484
-1682500,1731000,50.6919364929199,495.294006347656
-1682000,1731000,63.3574676513672,493.583282470703
-1681500,1731000,74.6619873046875,491.235076904297
-1681000,1731000,83.5111618041992,489.303771972656
-1680500,1731000,90.5185852050781,488.845397949219
-1680000,1731000,96.3469696044922,490.846069335938
-1679500,1731000,101.459663391113,495.433410644531
-1679000,1731000,104.989334106445,500.697418212891
-1678500,1731000,111.947257995605,504.668121337891
-1678000,1731000,130.889175415039,505.953857421875
-1677500,1731000,163.686874389648,505.031158447266
-1677000,1731000,200.473495483398,503.526947021484
-1676500,1731000,240.523590087891,502.117156982422
-1676000,1731000,266.742736816406,501.063049316406
-1675500,1731000,303.974334716797,500.492034912109
-1675000,1731000,342.821655273438,500.340118408203
-1674500,1731000,381.463165283203,500.970550537109
-1674000,1731000,421.901763916016,502.560943603516
-1673500,1731000,459.478881835938,503.774536132813
-1673000,1731000,511.451904296875,504.788055419922
-1672500,1731000,493.494842529297,505.076141357422
-1672000,1731000,407.522644042969,504.060943603516
-1671500,1731000,366.159118652344,501.756713867188
-1671000,1731000,341.789642333984,499.132781982422
-1670500,1731000,315.023590087891,497.933837890625
-1670000,1731000,241.875183105469,498.499633789063
-1669500,1731000,196.264373779297,499.554412841797
-1669000,1731000,175.437744140625,500.779266357422
-1668500,1731000,161.506378173828,501.680938720703
-1668000,1731000,133.907653808594,501.91650390625
-1667500,1731000,110.672088623047,501.718505859375
-1667000,1731000,123.734870910645,501.393951416016
-1683500,1731500,19.9643878936768,497.562744140625
-1683000,1731500,27.330436706543,497.798492431641
-1682500,1731500,40.8061790466309,496.025390625
-1682000,1731500,60.592041015625,493.014495849609
-1681500,1731500,79.8153686523438,491.242553710938
-1681000,1731500,92.2442169189453,489.239562988281
-1680500,1731500,99.6343307495117,488.632110595703
-1680000,1731500,108.586769104004,490.71630859375
-1679500,1731500,113.354751586914,495.544464111328
-1679000,1731500,111.988235473633,500.661865234375
-1678500,1731500,112.830436706543,504.434478759766
-1678000,1731500,128.874328613281,505.771911621094
-1677500,1731500,155.634170532227,505.138580322266
-1677000,1731500,183.849380493164,503.692657470703
-1676500,1731500,220.270599365234,502.274139404297
-1676000,1731500,261.901916503906,500.990295410156
-1675500,1731500,310.190124511719,500.368072509766
-1675000,1731500,372.226196289063,500.071929931641
-1674500,1731500,415.364471435547,500.529449462891
-1674000,1731500,452.196929931641,502.122833251953
-1673500,1731500,486.093963623047,503.597351074219
-1673000,1731500,530.689270019531,504.702514648438
-1672500,1731500,519.433471679688,504.932678222656
-1672000,1731500,440.945526123047,503.860717773438
-1671500,1731500,373.185150146484,501.720825195313
-1671000,1731500,325.715576171875,499.257415771484
-1670500,1731500,282.386108398438,497.489532470703
-1670000,1731500,210.657424926758,498.991760253906
-1669500,1731500,151.645202636719,500.128173828125
-1669000,1731500,116.863975524902,501.284820556641
-1668500,1731500,98.8392868041992,501.995697021484
-1668000,1731500,96.4041595458984,502.051818847656
-1667500,1731500,110.154357910156,501.746765136719
-1667000,1731500,130.699890136719,501.428741455078
-1683500,1732000,20.2284240722656,497.834869384766
-1683000,1732000,22.883430480957,498.770629882813
-1682500,1732000,35.4481506347656,498.243774414063
-1682000,1732000,62.9057312011719,494.569427490234
-1681500,1732000,89.793212890625,491.594299316406
-1681000,1732000,107.06844329834,489.20556640625
-1680500,1732000,117.060729980469,488.641204833984
-1680000,1732000,123.70987701416,490.903778076172
-1679500,1732000,127.085655212402,495.481506347656
-1679000,1732000,127.680610656738,500.646148681641
-1678500,1732000,126.147789001465,504.592803955078
-1678000,1732000,126.498847961426,506.159637451172
-1677500,1732000,137.902633666992,505.313079833984
-1677000,1732000,153.503921508789,503.599487304688
-1676500,1732000,180.445617675781,502.084381103516
-1676000,1732000,223.326416015625,500.888641357422
-1675500,1732000,265.589477539063,500.237854003906
-1675000,1732000,316.140747070313,500.003509521484
-1674500,1732000,346.423431396484,500.500610351563
-1674000,1732000,383.155639648438,501.832183837891
-1673500,1732000,424.073760986328,503.361419677734
-1673000,1732000,460.32568359375,504.660430908203
-1672500,1732000,454.280639648438,505.118041992188
-1672000,1732000,389.512725830078,504.090484619141
-1671500,1732000,318.385314941406,502.135406494141
-1671000,1732000,270.975250244141,500.298248291016
-1670500,1732000,234.160797119141,499.613677978516
-1670000,1732000,163.122482299805,500.146179199219
-1669500,1732000,95.5231018066406,500.86767578125
-1669000,1732000,53.9700355529785,501.598968505859
-1668500,1732000,45.8831825256348,501.877136230469
-1668000,1732000,63.0223541259766,501.588653564453
-1667500,1732000,101.964691162109,501.666381835938
-1683500,1732500,26.2799015045166,497.605621337891
-1683000,1732500,30.5039386749268,498.741180419922
-1682500,1732500,44.9735260009766,498.116485595703
-1682000,1732500,71.1293411254883,495.314788818359
-1681500,1732500,100.282539367676,491.818542480469
-1681000,1732500,124.403480529785,488.927032470703
-1680500,1732500,135.628875732422,488.033813476563
-1680000,1732500,136.521606445313,490.428070068359
-1679500,1732500,138.41162109375,495.323669433594
-1679000,1732500,138.760589599609,501.166687011719
-1678500,1732500,137.71955871582,505.828796386719
-1678000,1732500,126.688751220703,506.333465576172
-1677500,1732500,127.151420593262,505.09130859375
-1677000,1732500,134.963363647461,503.391204833984
-1676500,1732500,151.671340942383,501.823791503906
-1676000,1732500,180.303115844727,500.660919189453
-1675500,1732500,204.154586791992,500.123199462891
-1675000,1732500,212.231552124023,499.894012451172
-1674500,1732500,220.823486328125,500.209228515625
-1674000,1732500,261.726013183594,501.436737060547
-1673500,1732500,312.278198242188,503.088958740234
-1673000,1732500,351.262054443359,504.535675048828
-1672500,1732500,345.877136230469,505.052917480469
-1672000,1732500,293.0107421875,504.281158447266
-1671500,1732500,230.652359008789,502.821472167969
-1671000,1732500,180.526809692383,501.492828369141
-1670500,1732500,132.05094909668,501.139801025391
-1670000,1732500,87.3180160522461,501.305084228516
-1669500,1732500,44.2181129455566,501.169555664063
-1669000,1732500,14.1777477264404,501.520812988281
-1668500,1732500,19.9697647094727,501.730529785156
-1668000,1732500,53.8646392822266,501.593414306641
-1667500,1732500,97.1354675292969,501.697479248047
-1667000,1732500,139.319107055664,501.558746337891
-1683500,1733000,36.3724632263184,496.982971191406
-1683000,1733000,45.2725028991699,497.991729736328
-1682500,1733000,59.1107711791992,497.64404296875
-1682000,1733000,83.2946090698242,495.074737548828
-1681500,1733000,108.090843200684,491.628662109375
-1681000,1733000,129.322204589844,488.429565429688
-1680500,1733000,139.443389892578,487.624908447266
-1680000,1733000,139.244201660156,490.415954589844
-1679500,1733000,139.40559387207,495.543609619141
-1679000,1733000,134.376220703125,501.228668212891
-1678500,1733000,125.444961547852,505.090972900391
-1678000,1733000,115.08194732666,506.045623779297
-1677500,1733000,117.655380249023,504.989685058594
-1677000,1733000,129.954025268555,503.261169433594
