X,Y,grav,Elev
-1674500,1726500,2.87264561653137,506.1787109375
-1674000,1726500,4.03678894042969,507.070953369141
-1673500,1726500,4.62765645980835,508.963134765625
-1673000,1726500,5.02368927001953,510.835083007813
-1672500,1726500,4.99527883529663,511.780029296875
-1672000,1726500,3.91676187515259,511.292999267578
-1671500,1726500,2.29829096794128,509.934906005859
-1671000,1726500,0.748178720474243,508.387054443359
-1670500,1726500,-0.155365705490112,507.210601806641
-1670000,1726500,-0.357268631458282,507.050720214844
-1669500,1726500,0.196678221225739,507.669982910156
-1669000,1726500,1.08811056613922,508.494171142578
-1668500,1726500,1.56591379642487,509.414459228516
-1668000,1726500,1.06638598442078,510.034820556641
-1667500,1726500,-0.210828706622124,509.214019775391
-1667000,1726500,-1.51656949520111,507.866394042969
-1666500,1726500,-2.32716608047485,506.700439453125
-1666000,1726500,-2.00622868537903,506.405883789063
-1665500,1726500,-0.970744967460632,506.542297363281
-1665000,1726500,0.0752916559576988,506.961608886719
-1664500,1726500,0.996655344963074,507.267547607422
-1664000,1726500,1.36123991012573,507.554626464844
-1663500,1726500,1.37347447872162,507.721557617188
-1683500,1727000,-10.3101358413696,499.885650634766
-1683000,1727000,-10.0204086303711,499.328399658203
-1682500,1727000,-9.45164585113525,498.569061279297
-1682000,1727000,-8.20079231262207,497.303558349609
-1681500,1727000,-6.05134725570679,495.639923095703
-1681000,1727000,-3.65031099319458,494.532440185547
-1680500,1727000,-2.25949263572693,494.93798828125
-1680000,1727000,-2.99067163467407,497.601776123047
-1679500,1727000,-5.12997484207153,501.78271484375
-1679000,1727000,-7.28369379043579,506.1728515625
-1678500,1727000,-8.572922706604,509.30712890625
-1678000,1727000,-8.64442729949951,510.499725341797
-1677500,1727000,-7.60725879669189,510.056365966797
-1677000,1727000,-5.95367431640625,508.810241699219
-1676500,1727000,-4.03463411331177,507.687255859375
-1676000,1727000,-2.07556200027466,507.072875976563
-1675500,1727000,-0.127523124217987,506.761627197266
-1675000,1727000,1.88239896297455,506.876159667969
-1674500,1727000,3.43029069900513,507.210784912109
-1674000,1727000,4.18254041671753,507.641571044922
-1673500,1727000,4.32900905609131,509.177673339844
-1673000,1727000,4.26232147216797,510.795989990234
-1672500,1727000,3.97476983070374,511.682525634766
-1672000,1727000,2.84268760681152,511.068878173828
-1671500,1727000,1.41005790233612,509.738159179688
-1671000,1727000,0.117573909461498,508.305236816406
-1670500,1727000,-0.682233095169067,507.34130859375
-1670000,1727000,-0.729545593261719,507.261535644531
-1669500,1727000,-0.124872505664825,507.9140625
-1669000,1727000,0.833616375923157,508.964385986328
-1668500,1727000,1.43226099014282,509.871887207031
-1668000,1727000,0.959355413913727,510.156890869141
-1667500,1727000,-0.0907378867268562,509.232391357422
-1667000,1727000,-1.02773201465607,507.908477783203
-1666500,1727000,-1.49723088741302,506.891540527344
-1666000,1727000,-1.40728402137756,506.483489990234
-1665500,1727000,-0.890129446983337,506.615753173828
-1665000,1727000,-0.314875334501266,507.082702636719
-1664500,1727000,0.281798899173737,507.606079101563
-1664000,1727000,0.780859887599945,507.780639648438
-1663500,1727000,1.07924067974091,507.862152099609
-1663000,1727000,0.967197299003601,507.913787841797
-1683500,1727500,-11.2809619903564,500.466217041016
-1683000,1727500,-11.4370145797729,499.869110107422
-1682500,1727500,-11.0790929794312,498.899200439453
-1682000,1727500,-9.63574695587158,497.496948242188
-1681500,1727500,-7.22834873199463,495.852264404297
-1681000,1727500,-4.64837884902954,494.886352539063
-1680500,1727500,-3.07680940628052,495.196563720703
-1680000,1727500,-3.83360886573792,497.800445556641
-1679500,1727500,-5.62885713577271,501.81396484375
-1679000,1727500,-7.47936248779297,506.044036865234
-1678500,1727500,-8.58707427978516,509.336456298828
-1678000,1727500,-8.73882961273193,510.592437744141
-1677500,1727500,-7.98563146591187,510.058227539063
-1677000,1727500,-6.63718032836914,508.637359619141
-1676500,1727500,-5.02467489242554,507.227203369141
-1676000,1727500,-2.96200680732727,506.754608154297
-1675500,1727500,-0.756685376167297,506.755065917969
-1675000,1727500,1.37915635108948,507.041625976563
-1674500,1727500,2.93040347099304,507.493713378906
-1674000,1727500,3.46156024932861,508.156921386719
-1673500,1727500,3.39400482177734,509.437805175781
-1673000,1727500,2.95544648170471,510.739715576172
-1672500,1727500,2.3509464263916,511.364135742188
-1672000,1727500,1.48164129257202,510.876831054688
-1671500,1727500,0.329147607088089,509.6435546875
-1671000,1727500,-0.7553950548172,508.209869384766
-1670500,1727500,-1.37030029296875,507.150421142578
-1670000,1727500,-1.26312983036041,507.253326416016
-1669500,1727500,-0.583060503005981,508.144927978516
-1669000,1727500,0.29458674788475,509.261505126953
-1668500,1727500,0.816041767597198,510.013122558594
-1668000,1727500,0.602543950080872,509.977630615234
-1667500,1727500,-0.0619663372635841,509.140991210938
-1667000,1727500,-0.677074193954468,507.902954101563
-1666500,1727500,-0.967104256153107,506.788513183594
-1666000,1727500,-1.06192517280579,506.474243164063
-1665500,1727500,-0.959393560886383,506.646514892578
-1665000,1727500,-0.726206600666046,507.109100341797
-1664500,1727500,-0.455742806196213,507.531433105469
-1664000,1727500,0.0968406796455383,507.777709960938
-1663500,1727500,0.727581262588501,507.937042236328
-1663000,1727500,0.947882652282715,508.010101318359
-1684000,1728000,-11.5546875,501.369201660156
-1683500,1728000,-12.1116733551025,500.909484863281
-1683000,1728000,-12.585618019104,500.182769775391
-1682500,1728000,-12.4085636138916,499.008544921875
-1682000,1728000,-11.0435543060303,497.455963134766
-1681500,1728000,-8.80766010284424,495.900085449219
-1681000,1728000,-6.60290384292603,495.163879394531
-1680500,1728000,-5.23869276046753,495.692535400391
-1680000,1728000,-5.54592037200928,497.727386474609
-1679500,1728000,-6.91712379455566,501.575622558594
-1679000,1728000,-8.35949420928955,505.901153564453
-1678500,1728000,-9.31401824951172,509.497955322266
-1678000,1728000,-9.39167976379395,510.673004150391
-1677500,1728000,-8.74109554290771,510.0419921875
-1677000,1728000,-7.61334371566772,508.579711914063
-1676500,1728000,-6.15918827056885,507.232543945313
-1676000,1728000,-4.19386911392212,506.643035888672
-1675500,1728000,-1.94139850139618,506.643768310547
-1675000,1728000,0.137058392167091,506.983276367188
-1674500,1728000,1.64209938049316,507.515502929688
-1674000,1728000,2.16010594367981,508.326232910156
-1673500,1728000,1.97168064117432,509.596374511719
-1673000,1728000,1.46220433712006,510.810516357422
-1672500,1728000,0.775371074676514,511.488067626953
-1672000,1728000,0.1311324685812,510.772491455078
-1671500,1728000,-0.683801531791687,509.507751464844
-1671000,1728000,-1.49135732650757,508.199554443359
-1670500,1728000,-1.88432919979095,507.361022949219
-1670000,1728000,-1.74519407749176,507.409484863281
-1669500,1728000,-1.06654167175293,508.305541992188
-1669000,1728000,-0.297888040542603,509.389709472656
-1668500,1728000,0.226888403296471,510.0439453125
-1668000,1728000,0.181965097784996,509.849090576172
-1667500,1728000,-0.224978387355804,509.050140380859
-1667000,1728000,-0.625826597213745,507.966003417969
-1666500,1728000,-0.860156416893005,507.030426025391
-1666000,1728000,-0.90737771987915,506.584777832031
-1665500,1728000,-0.883653402328491,506.657409667969
-1665000,1728000,-0.813991248607636,507.027648925781
-1664500,1728000,-0.618979573249817,507.448760986328
-1664000,1728000,-0.138279631733894,507.788940429688
-1663500,1728000,0.703992366790771,508.022338867188
-1663000,1728000,1.22055339813232,508.110382080078
-1683500,1728500,-12.5679178237915,501.222564697266
-1683000,1728500,-13.120945930481,500.353668212891
-1682500,1728500,-13.1395969390869,498.978149414063
-1682000,1728500,-12.1487216949463,497.186584472656
-1681500,1728500,-10.4041042327881,495.373443603516
-1681000,1728500,-8.75124549865723,494.318725585938
-1680500,1728500,-7.70244646072388,495.327789306641
-1680000,1728500,-7.82874155044556,496.625579833984
-1679500,1728500,-8.74569892883301,500.527954101563
-1679000,1728500,-9.70453071594238,505.269348144531
-1678500,1728500,-10.3162488937378,508.905639648438
-1678000,1728500,-10.2849044799805,510.414367675781
-1677500,1728500,-9.66036415100098,510.06201171875
-1677000,1728500,-8.66335678100586,508.713439941406
-1676500,1728500,-7.30458068847656,507.284942626953
-1676000,1728500,-5.48454856872559,506.537445068359
-1675500,1728500,-3.34267616271973,506.494384765625
-1675000,1728500,-1.43669545650482,506.895690917969
-1674500,1728500,-0.0593613758683205,507.561279296875
-1674000,1728500,0.444540679454803,508.46923828125
-1673500,1728500,0.350564807653427,509.656951904297
-1673000,1728500,0.0112025002017617,510.667205810547
-1672500,1728500,-0.465238749980927,511.003570556641
-1672000,1728500,-0.911192357540131,510.457336425781
-1671500,1728500,-1.34014773368835,509.438262939453
-1671000,1728500,-1.91568922996521,508.314178466797
-1670500,1728500,-2.15782046318054,507.571563720703
-1670000,1728500,-1.93892180919647,507.593902587891
-1669500,1728500,-1.33411872386932,508.458740234375
-1669000,1728500,-0.751065969467163,509.4169921875
-1668500,1728500,-0.394259124994278,509.859252929688
-1668000,1728500,-0.339372336864471,509.694458007813
-1667500,1728500,-0.506909787654877,508.997467041016
-1667000,1728500,-0.663172125816345,508.050567626953
-1666500,1728500,-0.808006823062897,507.135406494141
-1666000,1728500,-0.733589768409729,506.569274902344
-1665500,1728500,-0.542861640453339,506.647979736328
-1665000,1728500,-0.382952392101288,507.057312011719
-1664500,1728500,-0.0580305121839046,507.550933837891
-1664000,1728500,0.479008883237839,507.927612304688
-1663500,1728500,1.11938095092773,508.130554199219
-1663000,1728500,1.57146823406219,508.1904296875
-1683500,1729000,-12.6865510940552,501.559143066406
-1683000,1729000,-13.1491384506226,500.607208251953
-1682500,1729000,-13.3492527008057,498.997619628906
-1682000,1729000,-12.6256313323975,496.759094238281
-1681500,1729000,-11.5625276565552,494.396575927734
-1681000,1729000,-10.6914577484131,492.484222412109
-1680500,1729000,-10.2214956283569,491.861724853516
-1680000,1729000,-10.2594013214111,494.355224609375
-1679500,1729000,-10.6852169036865,499.179931640625
-1679000,1729000,-11.200756072998,504.527191162109
-1678500,1729000,-11.4788179397583,508.820861816406
-1678000,1729000,-11.3220987319946,510.606750488281
-1677500,1729000,-10.6805114746094,510.274536132813
-1677000,1729000,-9.74404335021973,508.846557617188
-1676500,1729000,-8.44871616363525,507.358367919922
-1676000,1729000,-6.73496913909912,506.591888427734
-1675500,1729000,-4.80413389205933,506.477844238281
-1675000,1729000,-3.11905860900879,506.839538574219
-1674500,1729000,-1.92855131626129,507.512878417969
-1674000,1729000,-1.21604800224304,508.454071044922
-1673500,1729000,-1.05403625965118,509.559478759766
-1673000,1729000,-1.19250023365021,510.501647949219
-1672500,1729000,-1.42517590522766,510.891845703125
-1672000,1729000,-1.53764593601227,510.35107421875
-1671500,1729000,-1.52269911766052,509.378875732422
-1671000,1729000,-1.73343575000763,508.406524658203
-1670500,1729000,-1.72157716751099,507.800109863281
-1670000,1729000,-1.47991013526917,507.891357421875
-1669500,1729000,-1.11644732952118,508.629119873047
-1669000,1729000,-0.824073731899261,509.530303955078
-1668500,1729000,-0.69506973028183,510.062805175781
-1668000,1729000,-0.576055884361267,509.767303466797
-1667500,1729000,-0.547965943813324,509.044311523438
-1667000,1729000,-0.558881044387817,508.067169189453
-1666500,1729000,-0.578065633773804,507.076629638672
-1666000,1729000,-0.327512919902802,506.575378417969
-1665500,1729000,0.120139300823212,506.705657958984
-1665000,1729000,0.548779606819153,507.178039550781
-1664500,1729000,1.06098937988281,507.718017578125
-1664000,1729000,1.51205062866211,508.104797363281
-1663500,1729000,1.83737456798553,508.222747802734
-1683500,1729500,-12.5884313583374,501.833374023438
-1683000,1729500,-12.684196472168,500.837188720703
-1682500,1729500,-12.7032489776611,499.132110595703
-1682000,1729500,-12.5489053726196,496.451751708984
-1681500,1729500,-12.3222188949585,493.282043457031
-1681000,1729500,-12.307147026062,490.678802490234
-1680500,1729500,-12.3365859985352,489.745513916016
-1680000,1729500,-12.3775262832642,492.693481445313
-1679500,1729500,-12.4876527786255,498.280487060547
-1679000,1729500,-12.6447601318359,504.101440429688
-1678500,1729500,-12.5781049728394,508.611633300781
-1678000,1729500,-12.2491655349731,510.529357910156
-1677500,1729500,-11.6135606765747,510.338195800781
-1677000,1729500,-10.77707862854,509.047027587891
-1676500,1729500,-9.607421875,507.561401367188
-1676000,1729500,-7.96163940429688,506.635101318359
-1675500,1729500,-6.12292957305908,506.431518554688
-1675000,1729500,-4.48785591125488,506.756866455078
-1674500,1729500,-3.33942413330078,507.382751464844
-1674000,1729500,-2.48942732810974,508.357604980469
-1673500,1729500,-2.12700939178467,509.44140625
-1673000,1729500,-2.09650301933289,510.327728271484
-1672500,1729500,-2.04020476341248,510.602600097656
-1672000,1729500,-1.83343350887299,510.147186279297
-1671500,1729500,-1.2614563703537,509.307373046875
-1671000,1729500,-0.924452364444733,508.458129882813
-1670500,1729500,-0.649712800979614,507.926025390625
-1670000,1729500,-0.450933218002319,508.055908203125
-1669500,1729500,-0.390620917081833,508.820831298828
-1669000,1729500,-0.449833363294601,509.668090820313
-1668500,1729500,-0.509391844272614,510.249176025391
-1668000,1729500,-0.42650580406189,509.823638916016
-1667500,1729500,-0.306563526391983,509.050628662109
-1667000,1729500,-0.189204156398773,508.113037109375
-1666500,1729500,-0.00686309253796935,507.166015625
-1666000,1729500,0.353179067373276,506.611541748047
-1665500,1729500,0.975959420204163,506.759613037109
-1665000,1729500,1.67126059532166,507.249206542969
-1664500,1729500,2.32530760765076,507.759307861328
-1664000,1729500,2.62320852279663,508.084442138672
-1663500,1729500,2.63534116744995,508.205139160156
-1663000,1729500,2.57700824737549,508.184722900391
-1683500,1730000,-12.4718551635742,502.059509277344
-1683000,1730000,-12.1922264099121,501.07373046875
-1682500,1730000,-12.0091314315796,499.353393554688
-1682000,1730000,-12.4035778045654,496.313720703125
-1681500,1730000,-12.9663238525391,492.683654785156
-1681000,1730000,-13.6332788467407,489.926422119141
-1680500,1730000,-14.1049070358276,489.55078125
-1680000,1730000,-14.2531070709229,492.554290771484
-1679500,1730000,-14.1311264038086,497.927734375
-1679000,1730000,-13.9462862014771,503.771850585938
-1678500,1730000,-13.5638542175293,508.490631103516
-1678000,1730000,-13.1242952346802,510.735290527344
-1677500,1730000,-12.484450340271,510.627655029297
-1677000,1730000,-11.7237510681152,509.227996826172
-1676500,1730000,-10.6973323822021,507.559051513672
-1676000,1730000,-8.95469951629639,506.634582519531
-1675500,1730000,-7.11197185516357,506.431945800781
-1675000,1730000,-5.45513010025024,506.783172607422
-1674500,1730000,-4.23146104812622,507.406951904297
-1674000,1730000,-3.31418752670288,508.307067871094
-1673500,1730000,-2.7350594997406,509.324096679688
-1673000,1730000,-2.52448105812073,510.124206542969
-1672500,1730000,-2.19870519638062,510.398742675781
-1672000,1730000,-1.54573535919189,510.016265869141
-1671500,1730000,-0.494563043117523,509.264556884766
-1671000,1730000,0.368052184581757,508.433013916016
-1670500,1730000,0.908181428909302,508.004730224609
-1670000,1730000,1.04887461662292,508.463012695313
-1669500,1730000,0.838966846466064,509.188323974609
-1669000,1730000,0.424767583608627,509.840026855469
-1668500,1730000,0.0678363516926765,510.048706054688
-1668000,1730000,0.0666665658354759,509.893707275391
-1667500,1730000,0.277780413627625,509.274719238281
-1667000,1730000,0.486068159341812,508.313415527344
-1666500,1730000,0.732863664627075,507.314147949219
-1666000,1730000,1.17052268981934,506.722229003906
-1665500,1730000,1.87419724464417,506.830841064453
-1665000,1730000,2.70610356330872,507.204681396484
-1664500,1730000,3.39115691184998,507.614807128906
-1664000,1730000,3.50235676765442,507.945556640625
-1663500,1730000,3.30419421195984,508.102081298828
-1683500,1730500,-12.6323499679565,502.156005859375
-1683000,1730500,-12.1213426589966,501.109832763672
-1682500,1730500,-11.8100204467773,499.345855712891
-1682000,1730500,-12.480694770813,496.255798339844
-1681500,1730500,-13.6345453262329,492.665435791016
-1681000,1730500,-14.8291835784912,489.950988769531
-1680500,1730500,-15.6741218566895,489.558227539063
-1680000,1730500,-15.8672409057617,492.461761474609
-1679500,1730500,-15.4946460723877,497.815093994141
-1679000,1730500,-15.0288124084473,503.949859619141
-1678500,1730500,-14.4531860351563,508.895477294922
-1678000,1730500,-13.8730220794678,511.020111083984
-1677500,1730500,-13.1605014801025,510.818420410156
-1677000,1730500,-12.3350324630737,509.348266601563
-1676500,1730500,-11.2865467071533,507.681976318359
-1676000,1730500,-9.61874294281006,506.656036376953
-1675500,1730500,-7.69957065582275,506.448577880859
-1675000,1730500,-5.89397859573364,506.845672607422
-1674500,1730500,-4.49711036682129,507.608947753906
-1674000,1730500,-3.49932956695557,508.422180175781
-1673500,1730500,-2.78887033462524,509.278228759766
-1673000,1730500,-2.43910121917725,509.943511962891
-1672500,1730500,-1.8784544467926,510.180145263672
-1672000,1730500,-0.869941532611847,509.890197753906
-1671500,1730500,0.447990715503693,509.319030761719
-1671000,1730500,1.73771691322327,508.739013671875
-1670500,1730500,2.60945916175842,508.558929443359
-1670000,1730500,2.75141215324402,508.939849853516
-1669500,1730500,2.30876398086548,509.622802734375
-1669000,1730500,1.61428499221802,510.433959960938
-1668500,1730500,1.02423822879791,511.027526855469
-1668000,1730500,0.938436090946198,510.52978515625
-1667500,1730500,1.14024615287781,509.611145019531
-1667000,1730500,1.37687861919403,508.564514160156
-1666500,1730500,1.67917191982269,507.559906005859
-1666000,1730500,2.13073229789734,506.998931884766
-1665500,1730500,2.67100691795349,506.964965820313
-1665000,1730500,3.30422711372375,507.277770996094
-1664500,1730500,3.82640027999878,507.692504882813
-1664000,1730500,3.88141417503357,507.995819091797
-1663500,1730500,3.59250497817993,508.077575683594
-1683500,1731000,-13.3301773071289,502.031372070313
-1683000,1731000,-12.8108692169189,500.932708740234
-1682500,1731000,-12.3955898284912,499.064544677734
-1682000,1731000,-13.1728572845459,496.194305419922
-1681500,1731000,-14.712103843689,492.572052001953
-1681000,1731000,-16.1059112548828,489.758697509766
-1680500,1731000,-16.9868717193604,489.371704101563
-1680000,1731000,-17.06471824646,492.428100585938
-1679500,1731000,-16.5166130065918,497.877960205078
-1679000,1731000,-15.8806352615356,503.910400390625
-1678500,1731000,-15.1753301620483,508.840026855469
-1678000,1731000,-14.3822460174561,511.170501708984
-1677500,1731000,-13.5565223693848,511.028991699219
-1677000,1731000,-12.6572074890137,509.46875
-1676500,1731000,-11.6395740509033,507.637786865234
-1676000,1731000,-9.96282005310059,506.549896240234
-1675500,1731000,-7.84051036834717,506.414672851563
-1675000,1731000,-5.85492849349976,506.886535644531
-1674500,1731000,-4.28397703170776,507.708923339844
-1674000,1731000,-3.21578407287598,508.546569824219
-1673500,1731000,-2.445387840271,509.263458251953
-1673000,1731000,-1.91497337818146,509.7939453125
-1672500,1731000,-1.23595380783081,510.04345703125
-1672000,1731000,-0.0846269577741623,509.971649169922
-1671500,1731000,1.50344753265381,509.6171875
-1671000,1731000,3.1713809967041,509.170715332031
-1670500,1731000,4.41575193405151,508.833221435547
-1670000,1731000,4.41237926483154,509.221496582031
-1669500,1731000,3.81811738014221,510.099151611328
-1669000,1731000,2.99597644805908,511.061370849609
-1668500,1731000,2.34462738037109,511.443572998047
-1668000,1731000,2.08304762840271,510.919219970703
-1667500,1731000,2.11960291862488,509.843475341797
-1667000,1731000,2.34893441200256,508.741668701172
-1666500,1731000,2.60167670249939,507.707275390625
-1666000,1731000,2.90065956115723,507.038757324219
-1665500,1731000,3.24334645271301,506.983795166016
-1665000,1731000,3.57389354705811,507.395202636719
-1664500,1731000,3.80614638328552,508.011108398438
-1664000,1731000,3.79973006248474,508.115173339844
-1663500,1731000,3.58114671707153,507.994049072266
-1683000,1731500,-14.4010763168335,500.72509765625
-1682500,1731500,-14.1803712844849,498.892028808594
-1682000,1731500,-14.9465160369873,495.976989746094
-1681500,1731500,-16.2194862365723,492.581756591797
-1681000,1731500,-17.3441066741943,489.984771728516
-1680500,1731500,-17.9028091430664,489.664428710938
-1680000,1731500,-17.8417301177979,492.438995361328
-1679500,1731500,-17.1518650054932,497.786071777344
-1679000,1731500,-16.3000144958496,503.935729980469
-1678500,1731500,-15.4872903823853,509.112609863281
-1678000,1731500,-14.5046558380127,511.460052490234
-1677500,1731500,-13.5844831466675,511.153045654297
-1677000,1731500,-12.6557092666626,509.488647460938
-1676500,1731500,-11.5785074234009,507.683807373047
-1676000,1731500,-9.86974811553955,506.598114013672
-1675500,1731500,-7.67603731155396,506.385681152344
-1675000,1731500,-5.49070596694946,506.817413330078
-1674500,1731500,-3.64519882202148,507.640930175781
-1674000,1731500,-2.48698568344116,508.582733154297
-1673500,1731500,-1.75816142559052,509.274688720703
-1673000,1731500,-1.23101890087128,509.791839599609
-1672500,1731500,-0.593076229095459,510.124298095703
-1672000,1731500,0.720808386802673,510.242950439453
-1671500,1731500,2.51191520690918,510.079986572266
-1671000,1731500,4.32750368118286,509.783905029297
-1670500,1731500,5.62490606307983,509.305450439453
-1670000,1731500,5.7773265838623,509.594085693359
-1669500,1731500,5.13278102874756,510.520202636719
-1669000,1731500,4.27083921432495,511.352416992188
-1668500,1731500,3.51504731178284,511.620971679688
-1668000,1731500,3.11939930915833,511.037506103516
-1667500,1731500,2.9846818447113,509.820281982422
-1667000,1731500,3.10215830802917,508.537658691406
-1666500,1731500,3.29198312759399,507.4404296875
-1666000,1731500,3.49888324737549,506.802795410156
-1665500,1731500,3.69860196113586,506.854125976563
-1665000,1731500,3.79259014129639,507.283386230469
-1664500,1731500,3.76744198799133,507.835876464844
-1664000,1731500,3.68428897857666,508.012634277344
-1663500,1731500,3.5006275177002,507.769897460938
-1683500,1732000,-16.5912780761719,501.444366455078
-1683000,1732000,-16.6776294708252,500.376129150391
-1682500,1732000,-16.9339904785156,498.598541259766
-1682000,1732000,-17.3782253265381,495.888366699219
-1681500,1732000,-17.9272556304932,492.565246582031
-1681000,1732000,-18.5358905792236,489.851623535156
-1680500,1732000,-18.7153472900391,489.226196289063
-1680000,1732000,-18.3326644897461,492.114349365234
-1679500,1732000,-17.4118824005127,497.646484375
-1679000,1732000,-16.2963848114014,503.902679443359
-1678500,1732000,-15.2707586288452,509.008728027344
-1678000,1732000,-14.188889503479,511.293395996094
-1677500,1732000,-13.2275333404541,511.114044189453
-1677000,1732000,-12.3031806945801,509.475982666016
