X,Y,Topo
-1669000,1691500,-361.831390380859
-1668500,1691500,-383.390594482422
-1668000,1691500,-398.836334228516
-1667500,1691500,-407.957763671875
-1667000,1691500,-411.632751464844
-1666500,1691500,-408.219116210938
-1666000,1691500,-397.641235351563
-1665500,1691500,-379.747039794922
-1665000,1691500,-354.716827392578
-1664500,1691500,-323.240173339844
-1664000,1691500,-287.660949707031
-1663500,1691500,-251.495834350586
-1663000,1691500,-229.166687011719
-1662500,1691500,-221.076202392578
-1662000,1691500,-227.105453491211
-1661500,1691500,-240.878921508789
-1661000,1691500,-256.966064453125
-1660500,1691500,-272.175048828125
-1660000,1691500,-284.509429931641
-1659500,1691500,-297.17626953125
-1659000,1691500,-306.352813720703
-1658500,1691500,-310.454833984375
-1658000,1691500,-305.810455322266
-1657500,1691500,-291.700988769531
-1657000,1691500,-272.692047119141
-1656500,1691500,-249.027404785156
-1656000,1691500,-227.317626953125
-1655500,1691500,-205.149139404297
-1655000,1691500,-184.982498168945
-1654500,1691500,-169.892196655273
-1654000,1691500,-159.121139526367
-1653500,1691500,-161.629516601563
-1653000,1691500,-171.990478515625
-1652500,1691500,-190.025512695313
-1652000,1691500,-209.451156616211
-1651500,1691500,-226.701675415039
-1651000,1691500,-242.38932800293
-1650500,1691500,-256.846740722656
-1650000,1691500,-269.652313232422
-1649500,1691500,-280.864959716797
-1649000,1691500,-290.842010498047
-1648500,1691500,-300.045104980469
-1648000,1691500,-309.070709228516
-1647500,1691500,-318.115447998047
-1647000,1691500,-325.874420166016
-1646500,1691500,-332.822875976563
-1646000,1691500,-339.020416259766
-1645500,1691500,-343.874389648438
-1645000,1691500,-346.694915771484
-1644500,1691500,-346.339324951172
-1644000,1691500,-341.151336669922
-1643500,1691500,-332.003021240234
-1643000,1691500,-318.718872070313
-1642500,1691500,-303.350494384766
-1642000,1691500,-286.464141845703
-1641500,1691500,-267.388946533203
-1641000,1691500,-247.675384521484
-1640500,1691500,-226.235321044922
-1640000,1691500,-207.026657104492
-1639500,1691500,-189.186859130859
-1639000,1691500,-173.776901245117
-1638500,1691500,-161.154418945313
-1638000,1691500,-150.526794433594
-1637500,1691500,-141.670959472656
-1637000,1691500,-135.404968261719
-1636500,1691500,-131.462249755859
-1636000,1691500,-128.74348449707
-1635500,1691500,-127.098724365234
-1635000,1691500,-126.294319152832
-1634500,1691500,-126.271453857422
-1634000,1691500,-126.457977294922
-1633500,1691500,-127.241966247559
-1633000,1691500,-127.988746643066
-1632500,1691500,-129.178176879883
-1632000,1691500,-130.494033813477
-1631500,1691500,-131.799453735352
-1631000,1691500,-133.394226074219
-1630500,1691500,-135.042358398438
-1630000,1691500,-136.874298095703
-1629500,1691500,-138.710250854492
-1629000,1691500,-140.616439819336
-1628500,1691500,-142.811630249023
-1628000,1691500,-145.228012084961
-1627500,1691500,-147.681655883789
-1627000,1691500,-149.866607666016
-1626500,1691500,-151.947463989258
-1626000,1691500,-153.971496582031
-1625500,1691500,-156.042877197266
-1625000,1691500,-158.519073486328
-1624500,1691500,-160.646835327148
-1624000,1691500,-163.172271728516
-1623500,1691500,-166.065856933594
-1623000,1691500,-169.971206665039
-1622500,1691500,-175.463623046875
-1622000,1691500,-182.513824462891
-1621500,1691500,-190.8662109375
-1621000,1691500,-200.87385559082
-1620500,1691500,-212.545349121094
-1620000,1691500,-227.061050415039
-1619500,1691500,-244.304962158203
-1619000,1691500,-263.214477539063
-1618500,1691500,-282.810852050781
-1618000,1691500,-301.588714599609
-1617500,1691500,-319.305847167969
-1617000,1691500,-335.848388671875
-1616500,1691500,-351.396667480469
-1616000,1691500,-364.021942138672
-1615500,1691500,-372.369445800781
-1615000,1691500,-376.869232177734
-1614500,1691500,-376.573822021484
-1614000,1691500,-372.764526367188
-1613500,1691500,-364.494079589844
-1613000,1691500,-352.812408447266
-1612500,1691500,-340.06884765625
-1612000,1691500,-328.878356933594
-1611500,1691500,-318.451629638672
-1611000,1691500,-310.934814453125
-1610500,1691500,-304.207916259766
-1610000,1691500,-298.283111572266
-1609500,1691500,-292.903594970703
-1609000,1691500,-287.529479980469
-1608500,1691500,-282.727935791016
-1608000,1691500,-280.148468017578
-1729500,1692000,-710.822387695313
-1729000,1692000,-714.822875976563
-1728500,1692000,-723.560607910156
-1728000,1692000,-737.001708984375
-1727500,1692000,-759.515319824219
-1727000,1692000,-780.500549316406
-1726500,1692000,-793.523498535156
-1726000,1692000,-805.896789550781
-1725500,1692000,-809.522888183594
-1725000,1692000,-812.424194335938
-1724500,1692000,-815.468017578125
-1724000,1692000,-818.47412109375
-1723500,1692000,-825.526184082031
-1723000,1692000,-840.9033203125
-1722500,1692000,-852.972229003906
-1722000,1692000,-855.756286621094
-1721500,1692000,-858.1220703125
-1721000,1692000,-855.6845703125
-1720500,1692000,-853.097045898438
-1720000,1692000,-853.974548339844
-1719500,1692000,-858.156127929688
-1719000,1692000,-866.837097167969
-1718500,1692000,-876.670715332031
-1718000,1692000,-884.147644042969
-1717500,1692000,-891.121337890625
-1717000,1692000,-893.697082519531
-1716500,1692000,-894.642639160156
-1716000,1692000,-894.409057617188
-1715500,1692000,-888.575744628906
-1715000,1692000,-881.308166503906
-1714500,1692000,-870.104797363281
-1714000,1692000,-868.87548828125
-1713500,1692000,-882.731689453125
-1713000,1692000,-871.35595703125
-1712500,1692000,-846.950744628906
-1712000,1692000,-812.128967285156
-1711500,1692000,-788.877319335938
-1711000,1692000,-782.585388183594
-1710500,1692000,-779.858276367188
-1710000,1692000,-776.053588867188
-1709500,1692000,-756.360229492188
-1709000,1692000,-720.913635253906
-1708500,1692000,-685.750549316406
-1708000,1692000,-653.671142578125
-1707500,1692000,-607.319274902344
-1707000,1692000,-556.417724609375
-1706500,1692000,-509.942840576172
-1706000,1692000,-473.233673095703
-1705500,1692000,-457.032348632813
-1705000,1692000,-440.969818115234
-1704500,1692000,-438.993438720703
-1704000,1692000,-442.716033935547
-1703500,1692000,-452.870239257813
-1703000,1692000,-489.665802001953
-1702500,1692000,-523.22119140625
-1702000,1692000,-558.83154296875
-1701500,1692000,-587.450256347656
-1701000,1692000,-591.411376953125
-1700500,1692000,-594.375366210938
-1700000,1692000,-602.981201171875
-1699500,1692000,-631.597045898438
-1699000,1692000,-671.880798339844
-1698500,1692000,-706.466918945313
-1698000,1692000,-736.81494140625
-1697500,1692000,-750.413818359375
-1697000,1692000,-748.599304199219
-1696500,1692000,-749.482421875
-1696000,1692000,-755.049194335938
-1695500,1692000,-773.223937988281
-1695000,1692000,-799.145935058594
-1694500,1692000,-823.843872070313
-1694000,1692000,-844.028015136719
-1693500,1692000,-855.23876953125
-1693000,1692000,-858.212951660156
-1692500,1692000,-863.722534179688
-1692000,1692000,-872.990295410156
-1691500,1692000,-886.684143066406
-1691000,1692000,-874.916381835938
-1690500,1692000,-827.350708007813
-1690000,1692000,-757.826965332031
-1689500,1692000,-685.907287597656
-1689000,1692000,-658.152770996094
-1688500,1692000,-649.156433105469
-1688000,1692000,-658.532104492188
-1687500,1692000,-690.657653808594
-1687000,1692000,-701.073852539063
-1686500,1692000,-665.273559570313
-1686000,1692000,-602.300903320313
-1685500,1692000,-564.928833007813
-1685000,1692000,-546.432373046875
-1684500,1692000,-538.486572265625
-1684000,1692000,-526.547180175781
-1683500,1692000,-510.275115966797
-1683000,1692000,-504.186004638672
-1682500,1692000,-501.774993896484
-1682000,1692000,-495.676452636719
-1681500,1692000,-489.774230957031
-1681000,1692000,-481.816986083984
-1680500,1692000,-473.306671142578
-1680000,1692000,-469.123870849609
-1679500,1692000,-468.456634521484
-1679000,1692000,-456.991333007813
-1678500,1692000,-439.285034179688
-1678000,1692000,-418.227142333984
-1677500,1692000,-390.162628173828
-1677000,1692000,-360.762390136719
-1676500,1692000,-331.901092529297
-1676000,1692000,-309.404022216797
-1675500,1692000,-291.785247802734
-1675000,1692000,-278.956726074219
-1674500,1692000,-269.902740478516
-1674000,1692000,-261.218048095703
-1673500,1692000,-251.734680175781
-1673000,1692000,-241.605117797852
-1672500,1692000,-234.330657958984
-1672000,1692000,-233.357788085938
-1671500,1692000,-241.870529174805
-1671000,1692000,-261.528015136719
-1670500,1692000,-289.516204833984
-1670000,1692000,-320.438323974609
-1669500,1692000,-350.442443847656
-1669000,1692000,-376.141021728516
-1668500,1692000,-395.414947509766
-1668000,1692000,-407.432983398438
-1667500,1692000,-411.7509765625
-1667000,1692000,-409.75732421875
-1666500,1692000,-401.132080078125
-1666000,1692000,-387.03466796875
-1665500,1692000,-367.321472167969
-1665000,1692000,-343.358123779297
-1664500,1692000,-315.33740234375
-1664000,1692000,-284.581207275391
-1663500,1692000,-253.579544067383
-1663000,1692000,-231.126083374023
-1662500,1692000,-220.387329101563
-1662000,1692000,-221.638885498047
-1661500,1692000,-232.883087158203
-1661000,1692000,-247.613967895508
-1660500,1692000,-263.456207275391
-1660000,1692000,-274.92626953125
-1659500,1692000,-287.916473388672
-1659000,1692000,-298.930999755859
-1658500,1692000,-304.895599365234
-1658000,1692000,-304.345520019531
-1657500,1692000,-294.429321289063
-1657000,1692000,-279.019104003906
-1656500,1692000,-258.227355957031
-1656000,1692000,-238.147766113281
-1655500,1692000,-221.756912231445
-1655000,1692000,-206.904968261719
-1654500,1692000,-198.462615966797
-1654000,1692000,-192.173950195313
-1653500,1692000,-195.446014404297
-1653000,1692000,-205.366058349609
-1652500,1692000,-219.951232910156
-1652000,1692000,-236.296142578125
-1651500,1692000,-251.002029418945
-1651000,1692000,-263.303161621094
-1650500,1692000,-274.585052490234
-1650000,1692000,-285.941101074219
-1649500,1692000,-296.471405029297
-1649000,1692000,-305.85693359375
-1648500,1692000,-314.826599121094
-1648000,1692000,-323.641265869141
-1647500,1692000,-331.899566650391
-1647000,1692000,-339.631317138672
-1646500,1692000,-345.693817138672
-1646000,1692000,-350.569488525391
-1645500,1692000,-355.126129150391
-1645000,1692000,-358.077301025391
-1644500,1692000,-358.092071533203
-1644000,1692000,-352.023956298828
-1643500,1692000,-340.669006347656
-1643000,1692000,-324.2607421875
-1642500,1692000,-304.414459228516
-1642000,1692000,-283.596252441406
-1641500,1692000,-260.078216552734
-1641000,1692000,-236.739303588867
-1640500,1692000,-211.697891235352
-1640000,1692000,-189.073394775391
-1639500,1692000,-169.356704711914
-1639000,1692000,-153.114944458008
-1638500,1692000,-141.36540222168
-1638000,1692000,-132.879486083984
-1637500,1692000,-125.645629882813
-1637000,1692000,-121.127616882324
-1636500,1692000,-118.821174621582
-1636000,1692000,-117.741233825684
-1635500,1692000,-117.422523498535
-1635000,1692000,-117.492164611816
-1634500,1692000,-118.733131408691
-1634000,1692000,-119.630043029785
-1633500,1692000,-121.522659301758
-1633000,1692000,-122.813217163086
-1632500,1692000,-124.350479125977
-1632000,1692000,-126.233184814453
-1631500,1692000,-127.862564086914
-1631000,1692000,-129.858840942383
-1630500,1692000,-131.961883544922
-1630000,1692000,-133.954864501953
-1629500,1692000,-135.990051269531
-1629000,1692000,-138.053344726563
-1628500,1692000,-140.306427001953
-1628000,1692000,-142.588012695313
-1627500,1692000,-145.155776977539
-1627000,1692000,-147.503265380859
-1626500,1692000,-149.899795532227
-1626000,1692000,-152.382720947266
-1625500,1692000,-154.769393920898
-1625000,1692000,-157.624954223633
-1624500,1692000,-160.38948059082
-1624000,1692000,-163.626693725586
-1623500,1692000,-167.365676879883
-1623000,1692000,-171.761123657227
-1622500,1692000,-177.527618408203
-1622000,1692000,-184.568969726563
-1621500,1692000,-193.057861328125
-1621000,1692000,-202.805709838867
-1620500,1692000,-214.104217529297
-1620000,1692000,-227.517044067383
-1619500,1692000,-242.89013671875
-1619000,1692000,-259.714965820313
-1618500,1692000,-277.357727050781
-1618000,1692000,-294.500915527344
-1617500,1692000,-310.433624267578
-1617000,1692000,-324.721984863281
-1616500,1692000,-337.502746582031
-1616000,1692000,-347.997100830078
-1615500,1692000,-353.893035888672
-1615000,1692000,-355.736785888672
-1614500,1692000,-353.638488769531
-1614000,1692000,-347.983520507813
-1613500,1692000,-339.210754394531
-1613000,1692000,-329.024597167969
-1612500,1692000,-318.20703125
-1612000,1692000,-310.624572753906
-1611500,1692000,-303.885833740234
-1611000,1692000,-299.011932373047
-1610500,1692000,-294.240234375
-1610000,1692000,-290.076507568359
-1609500,1692000,-287.006927490234
-1609000,1692000,-283.453216552734
-1608500,1692000,-280.999847412109
-1608000,1692000,-278.454864501953
-1730500,1692500,-737.824340820313
-1730000,1692500,-717.560668945313
-1729500,1692500,-709.455871582031
-1729000,1692500,-721.079223632813
-1728500,1692500,-733.411315917969
-1728000,1692500,-750.452575683594
-1727500,1692500,-777.101501464844
-1727000,1692500,-804.48095703125
-1726500,1692500,-807.907775878906
-1726000,1692500,-811.129516601563
-1725500,1692500,-811.80712890625
-1725000,1692500,-813.072448730469
-1724500,1692500,-819.727416992188
-1724000,1692500,-830.283020019531
-1723500,1692500,-840.565856933594
-1723000,1692500,-845.505126953125
-1722500,1692500,-849.298950195313
-1722000,1692500,-851.254455566406
-1721500,1692500,-852.8779296875
-1721000,1692500,-848.532409667969
-1720500,1692500,-847.026245117188
-1720000,1692500,-854.23779296875
-1719500,1692500,-866.375549316406
-1719000,1692500,-877.297424316406
-1718500,1692500,-882.193969726563
-1718000,1692500,-886.823486328125
-1717500,1692500,-889.64892578125
-1717000,1692500,-886.116088867188
-1716500,1692500,-883.228637695313
-1716000,1692500,-885.756530761719
-1715500,1692500,-877.677429199219
-1715000,1692500,-870.006774902344
-1714500,1692500,-856.913757324219
-1714000,1692500,-859.312744140625
-1713500,1692500,-865.344787597656
-1713000,1692500,-848.127990722656
-1712500,1692500,-812.800537109375
-1712000,1692500,-780.420166015625
-1711500,1692500,-765.215576171875
-1711000,1692500,-759.567077636719
-1710500,1692500,-754.88232421875
-1710000,1692500,-742.496398925781
-1709500,1692500,-715.009155273438
-1709000,1692500,-680.417846679688
-1708500,1692500,-656.410949707031
-1708000,1692500,-626.440979003906
-1707500,1692500,-572.535583496094
-1707000,1692500,-511.250946044922
-1706500,1692500,-473.318389892578
-1706000,1692500,-449.545959472656
-1705500,1692500,-441.677337646484
-1705000,1692500,-441.159606933594
-1704500,1692500,-457.990631103516
-1704000,1692500,-482.919555664063
-1703500,1692500,-506.722076416016
-1703000,1692500,-547.292175292969
-1702500,1692500,-579.763610839844
-1702000,1692500,-601.037780761719
-1701500,1692500,-615.740417480469
-1701000,1692500,-625.487426757813
-1700500,1692500,-641.095703125
-1700000,1692500,-661.862915039063
-1699500,1692500,-694.122497558594
-1699000,1692500,-723.912475585938
-1698500,1692500,-742.93359375
-1698000,1692500,-750.847045898438
-1697500,1692500,-751.496398925781
-1697000,1692500,-752.043823242188
-1696500,1692500,-756.699035644531
-1696000,1692500,-761.546508789063
-1695500,1692500,-777.784790039063
-1695000,1692500,-806.81787109375
-1694500,1692500,-828.769653320313
-1694000,1692500,-843.838012695313
-1693500,1692500,-857.946472167969
-1693000,1692500,-864.176025390625
-1692500,1692500,-873.383911132813
-1692000,1692500,-884.06494140625
-1691500,1692500,-878.938354492188
-1691000,1692500,-844.607116699219
-1690500,1692500,-793.207702636719
-1690000,1692500,-730.637451171875
-1689500,1692500,-691.51708984375
-1689000,1692500,-670.436279296875
-1688500,1692500,-656.941772460938
-1688000,1692500,-676.136108398438
-1687500,1692500,-692.111145019531
-1687000,1692500,-665.545349121094
-1686500,1692500,-604.992004394531
-1686000,1692500,-546.557800292969
-1685500,1692500,-517.451843261719
-1685000,1692500,-517.187072753906
-1684500,1692500,-521.919494628906
-1684000,1692500,-519.868286132813
-1683500,1692500,-518.014343261719
-1683000,1692500,-517.547546386719
-1682500,1692500,-512.349853515625
-1682000,1692500,-504.696929931641
-1681500,1692500,-497.954864501953
-1681000,1692500,-490.198944091797
-1680500,1692500,-487.697967529297
-1680000,1692500,-488.915252685547
-1679500,1692500,-480.035125732422
-1679000,1692500,-463.76708984375
-1678500,1692500,-443.765808105469
-1678000,1692500,-419.347320556641
-1677500,1692500,-391.174621582031
-1677000,1692500,-362.188293457031
-1676500,1692500,-334.576995849609
-1676000,1692500,-311.507263183594
-1675500,1692500,-293.375640869141
-1675000,1692500,-278.613647460938
-1674500,1692500,-267.328094482422
-1674000,1692500,-258.253326416016
-1673500,1692500,-250.740768432617
-1673000,1692500,-243.708221435547
-1672500,1692500,-240.255523681641
-1672000,1692500,-243.59260559082
-1671500,1692500,-255.143142700195
-1671000,1692500,-276.741882324219
-1670500,1692500,-304.239990234375
-1670000,1692500,-336.307556152344
-1669500,1692500,-367.3779296875
-1669000,1692500,-392.822967529297
-1668500,1692500,-409.972290039063
-1668000,1692500,-418.625793457031
-1667500,1692500,-417.251342773438
-1667000,1692500,-410.202575683594
-1666500,1692500,-397.861724853516
-1666000,1692500,-381.195892333984
-1665500,1692500,-360.280426025391
-1665000,1692500,-336.664642333984
-1664500,1692500,-311.275573730469
-1664000,1692500,-285.554382324219
-1663500,1692500,-258.213256835938
-1663000,1692500,-235.8759765625
-1662500,1692500,-223.108688354492
-1662000,1692500,-221.675704956055
-1661500,1692500,-229.940979003906
-1661000,1692500,-243.045455932617
-1660500,1692500,-259.281951904297
-1660000,1692500,-273.300506591797
-1659500,1692500,-285.821166992188
-1659000,1692500,-298.12451171875
-1658500,1692500,-306.395965576172
-1658000,1692500,-310.872680664063
-1657500,1692500,-307.154357910156
-1657000,1692500,-295.9892578125
-1656500,1692500,-279.570892333984
-1656000,1692500,-263.206298828125
-1655500,1692500,-252.876541137695
-1655000,1692500,-243.78776550293
-1654500,1692500,-239.815399169922
-1654000,1692500,-237.266006469727
-1653500,1692500,-238.552780151367
-1653000,1692500,-244.5556640625
-1652500,1692500,-254.789978027344
-1652000,1692500,-266.202514648438
-1651500,1692500,-277.093109130859
-1651000,1692500,-287.215606689453
-1650500,1692500,-296.653411865234
-1650000,1692500,-305.899932861328
-1649500,1692500,-314.990783691406
-1649000,1692500,-323.536926269531
-1648500,1692500,-330.775695800781
-1648000,1692500,-337.8857421875
-1647500,1692500,-344.714691162109
-1647000,1692500,-351.279510498047
-1646500,1692500,-356.588317871094
-1646000,1692500,-360.74267578125
-1645500,1692500,-365.002075195313
-1645000,1692500,-367.646331787109
-1644500,1692500,-367.284729003906
-1644000,1692500,-360.627716064453
-1643500,1692500,-347.459167480469
-1643000,1692500,-327.656219482422
-1642500,1692500,-301.812774658203
-1642000,1692500,-275.593322753906
-1641500,1692500,-246.430435180664
-1641000,1692500,-218.574737548828
-1640500,1692500,-191.414443969727
-1640000,1692500,-167.311050415039
-1639500,1692500,-147.265548706055
-1639000,1692500,-132.005676269531
-1638500,1692500,-121.206878662109
-1638000,1692500,-115.206878662109
-1637500,1692500,-111.011688232422
-1637000,1692500,-107.888496398926
-1636500,1692500,-106.935104370117
-1636000,1692500,-107.536674499512
-1635500,1692500,-108.517143249512
-1635000,1692500,-109.478584289551
-1634500,1692500,-111.402374267578
-1634000,1692500,-113.226036071777
-1633500,1692500,-115.613975524902
-1633000,1692500,-118.13321685791
-1632500,1692500,-120.227920532227
-1632000,1692500,-122.484703063965
-1631500,1692500,-124.448188781738
-1631000,1692500,-126.842643737793
-1630500,1692500,-129.29069519043
-1630000,1692500,-131.422821044922
-1629500,1692500,-133.672882080078
-1629000,1692500,-135.922958374023
-1628500,1692500,-138.338668823242
-1628000,1692500,-140.770950317383
-1627500,1692500,-143.345230102539
-1627000,1692500,-145.993286132813
-1626500,1692500,-148.686660766602
-1626000,1692500,-151.492767333984
-1625500,1692500,-154.315048217773
-1625000,1692500,-157.503479003906
-1624500,1692500,-160.808609008789
-1624000,1692500,-164.589797973633
-1623500,1692500,-168.972869873047
-1623000,1692500,-173.943939208984
-1622500,1692500,-179.656646728516
-1622000,1692500,-186.57292175293
-1621500,1692500,-195.066528320313
-1621000,1692500,-204.753234863281
-1620500,1692500,-215.636215209961
-1620000,1692500,-228.004135131836
-1619500,1692500,-241.981918334961
-1619000,1692500,-256.968933105469
-1618500,1692500,-272.769287109375
-1618000,1692500,-287.815399169922
-1617500,1692500,-301.630523681641
-1617000,1692500,-313.908203125
-1616500,1692500,-323.466644287109
-1616000,1692500,-330.926666259766
-1615500,1692500,-335.213806152344
-1615000,1692500,-335.380126953125
-1614500,1692500,-332.496032714844
-1614000,1692500,-326.352691650391
-1613500,1692500,-317.301727294922
-1613000,1692500,-309.020874023438
-1612500,1692500,-300.730346679688
-1612000,1692500,-294.112518310547
-1611500,1692500,-289.454071044922
-1611000,1692500,-286.712707519531
-1610500,1692500,-285.421051025391
-1610000,1692500,-283.47705078125
-1609500,1692500,-282.995513916016
-1609000,1692500,-281.518737792969
-1608500,1692500,-281.003784179688
-1608000,1692500,-279.714233398438
-1607500,1692500,-279.939514160156
-1731500,1693000,-767.015075683594
-1731000,1693000,-753.020141601563
-1730500,1693000,-733.718200683594
-1730000,1693000,-720.608764648438
-1729500,1693000,-719.027099609375
-1729000,1693000,-735.651672363281
-1728500,1693000,-750.796875
-1728000,1693000,-768.419616699219
-1727500,1693000,-793.670104980469
-1727000,1693000,-810.618713378906
-1726500,1693000,-812.791259765625
-1726000,1693000,-811.202819824219
-1725500,1693000,-813.084411621094
-1725000,1693000,-819.083435058594
-1724500,1693000,-828.117065429688
-1724000,1693000,-834.735900878906
-1723500,1693000,-839.599182128906
-1723000,1693000,-841.970825195313
-1722500,1693000,-843.766357421875
-1722000,1693000,-845.340209960938
-1721500,1693000,-844.453002929688
-1721000,1693000,-843.740112304688
-1720500,1693000,-851.097961425781
-1720000,1693000,-862.114929199219
-1719500,1693000,-872.563171386719
-1719000,1693000,-881.364379882813
-1718500,1693000,-883.657104492188
-1718000,1693000,-885.008056640625
-1717500,1693000,-884.796508789063
-1717000,1693000,-879.410339355469
-1716500,1693000,-878.230529785156
-1716000,1693000,-877.714721679688
-1715500,1693000,-873.921447753906
-1715000,1693000,-861.262817382813
-1714500,1693000,-846.719543457031
-1714000,1693000,-844.043151855469
-1713500,1693000,-848.110778808594
-1713000,1693000,-822.213012695313
-1712500,1693000,-789.729675292969
-1712000,1693000,-774.401489257813
-1711500,1693000,-767.981201171875
-1711000,1693000,-755.4873046875
-1710500,1693000,-740.574584960938
-1710000,1693000,-712.642333984375
-1709500,1693000,-678.666381835938
-1709000,1693000,-646.933532714844
-1708500,1693000,-618.614807128906
-1708000,1693000,-590.361206054688
-1707500,1693000,-552.041625976563
-1707000,1693000,-502.25048828125
-1706500,1693000,-486.795623779297
-1706000,1693000,-478.134521484375
-1705500,1693000,-479.162322998047
-1705000,1693000,-502.601501464844
-1704500,1693000,-528.267700195313
-1704000,1693000,-560.413513183594
-1703500,1693000,-590.652404785156
-1703000,1693000,-616.423828125
-1702500,1693000,-634.058715820313
-1702000,1693000,-641.6533203125
-1701500,1693000,-648.375183105469
-1701000,1693000,-661.360229492188
-1700500,1693000,-682.52978515625
-1700000,1693000,-710.702087402344
-1699500,1693000,-737.516967773438
-1699000,1693000,-753.840698242188
-1698500,1693000,-757.303527832031
-1698000,1693000,-749.513793945313
-1697500,1693000,-743.893676757813
-1697000,1693000,-743.927978515625
-1696500,1693000,-747.683044433594
-1696000,1693000,-761.088989257813
-1695500,1693000,-789.178283691406
-1695000,1693000,-819.089477539063
-1694500,1693000,-841.440734863281
-1694000,1693000,-854.75244140625
-1693500,1693000,-874.407653808594
-1693000,1693000,-891.212280273438
-1692500,1693000,-903.761962890625
-1692000,1693000,-901.634399414063
-1691500,1693000,-881.389709472656
-1691000,1693000,-814.664672851563
-1690500,1693000,-756.08544921875
-1690000,1693000,-702.567810058594
-1689500,1693000,-667.348999023438
-1689000,1693000,-651.654968261719
-1688500,1693000,-652.25927734375
-1688000,1693000,-674.350036621094
-1687500,1693000,-676.37841796875
-1687000,1693000,-618.963073730469
-1686500,1693000,-562.507873535156
-1686000,1693000,-522.35009765625
-1685500,1693000,-500.855987548828
-1685000,1693000,-501.261413574219
-1684500,1693000,-505.997894287109
-1684000,1693000,-508.928131103516
-1683500,1693000,-513.341979980469
-1683000,1693000,-520.961486816406
-1682500,1693000,-521.978332519531
-1682000,1693000,-515.484008789063
-1681500,1693000,-512.241088867188
-1681000,1693000,-504.420928955078
-1680500,1693000,-507.424499511719
-1680000,1693000,-503.289642333984
-1679500,1693000,-490.197570800781
-1679000,1693000,-471.749694824219
-1678500,1693000,-449.664794921875
-1678000,1693000,-423.842498779297
-1677500,1693000,-395.348846435547
-1677000,1693000,-366.672637939453
-1676500,1693000,-338.944854736328
-1676000,1693000,-315.614379882813
-1675500,1693000,-295.675872802734
-1675000,1693000,-279.617523193359
-1674500,1693000,-266.444610595703
-1674000,1693000,-255.987091064453
-1673500,1693000,-249.354431152344
-1673000,1693000,-245.726150512695
-1672500,1693000,-246.442245483398
-1672000,1693000,-255.318283081055
-1671500,1693000,-270.878356933594
-1671000,1693000,-294.354553222656
-1670500,1693000,-322.733306884766
-1670000,1693000,-354.747161865234
-1669500,1693000,-384.759216308594
-1669000,1693000,-408.696197509766
-1668500,1693000,-422.322692871094
-1668000,1693000,-427.441711425781
-1667500,1693000,-422.231536865234
-1667000,1693000,-411.250579833984
-1666500,1693000,-396.357757568359
-1666000,1693000,-378.102355957031
-1665500,1693000,-356.803283691406
-1665000,1693000,-332.842559814453
-1664500,1693000,-309.595916748047
-1664000,1693000,-286.751068115234
-1663500,1693000,-263.574615478516
-1663000,1693000,-243.382797241211
-1662500,1693000,-230.238800048828
-1662000,1693000,-225.58464050293
-1661500,1693000,-231.479110717773
-1661000,1693000,-244.200210571289
-1660500,1693000,-260.555267333984
-1660000,1693000,-276.669189453125
-1659500,1693000,-289.341033935547
-1659000,1693000,-302.69091796875
-1658500,1693000,-313.969512939453
-1658000,1693000,-322.378875732422
-1657500,1693000,-324.540588378906
-1657000,1693000,-320.721862792969
-1656500,1693000,-312.922973632813
-1656000,1693000,-302.212463378906
-1655500,1693000,-295.741760253906
-1655000,1693000,-291.400482177734
-1654500,1693000,-288.686309814453
-1654000,1693000,-286.934753417969
-1653500,1693000,-285.812438964844
-1653000,1693000,-287.289154052734
-1652500,1693000,-292.579772949219
-1652000,1693000,-300.728210449219
-1651500,1693000,-308.614532470703
-1651000,1693000,-315.359710693359
-1650500,1693000,-321.843536376953
-1650000,1693000,-328.083099365234
-1649500,1693000,-334.197326660156
-1649000,1693000,-340.975616455078
-1648500,1693000,-345.540344238281
-1648000,1693000,-350.374725341797
-1647500,1693000,-355.777008056641
-1647000,1693000,-361.289886474609
-1646500,1693000,-366.296020507813
-1646000,1693000,-370.062469482422
-1645500,1693000,-373.558746337891
-1645000,1693000,-375.055084228516
-1644500,1693000,-373.454559326172
-1644000,1693000,-365.819305419922
-1643500,1693000,-349.533996582031
-1643000,1693000,-325.648132324219
-1642500,1693000,-293.161346435547
-1642000,1693000,-260.084625244141
-1641500,1693000,-226.60774230957
-1641000,1693000,-195.238433837891
-1640500,1693000,-167.517349243164
-1640000,1693000,-144.089996337891
-1639500,1693000,-124.958694458008
-1639000,1693000,-111.941558837891
-1638500,1693000,-103.386474609375
-1638000,1693000,-99.3050231933594
-1637500,1693000,-97.7101440429688
-1637000,1693000,-96.1397018432617
-1636500,1693000,-96.3172454833984
-1636000,1693000,-97.5835113525391
-1635500,1693000,-100.033638000488
-1635000,1693000,-102.3564453125
-1634500,1693000,-104.915649414063
-1634000,1693000,-107.843185424805
-1633500,1693000,-110.560577392578
-1633000,1693000,-113.916053771973
-1632500,1693000,-116.494522094727
-1632000,1693000,-119.337677001953
-1631500,1693000,-121.633071899414
-1631000,1693000,-124.35765838623
-1630500,1693000,-126.98705291748
-1630000,1693000,-129.302200317383
-1629500,1693000,-131.734466552734
-1629000,1693000,-134.166763305664
-1628500,1693000,-136.85334777832
-1628000,1693000,-139.699768066406
-1627500,1693000,-142.271133422852
